last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,address,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id
Gingrich,Newton,Leroy,,,,1943-06-17,M,rep,GA,6,,Republican,,G000225,441,N00008333,,,,404587
Tauzin,William,J.,,Billy,,1943-06-14,M,rep,LA,3,,Republican,,T000058,1140,N00005372,,,,400397
Tucker,James,(Jim) Guy,Jr.,,,1943-06-13,M,rep,AR,2,,Democrat,,T000400,1171,,,,,410969
Levine,Meldon,Edises,,,,1943-06-07,M,rep,CA,27,,Democrat,,L000264,684,,,,,406765
Edgar,Robert,William,,,,1943-05-29,M,rep,PA,7,,Democrat,,E000043,334,,,,,403738
Coleman,Earl,Thomas,,,,1943-05-29,M,rep,MO,6,,Republican,,C000618,216,,,,,402747
Whitfield,Ed,,,,Ed Whitfield,1943-05-25,M,rep,KY,1,,Republican,2184 Rayburn HOB; Washington DC 20515-1701,W000413,1222,N00003467,,H4KY01040,36978,400431
Frazer,Victor,O.,,,,1943-05-24,M,rep,VI,0,,Independent,,F000351,412,,,,,404298
Coats,Daniel,Ray,,,Daniel Coats,1943-05-16,M,sen,IN,,3,Republican,493 Russell Senate Office Building Washington DC 20510,C000542,209,N00003845,S212,S0IN00053,6080,402675
Mollohan,Alan,B.,,,,1943-05-14,M,rep,WV,1,,Democrat,,M000844,824,N00002214,,H2WV01029,8577,400281
Myers,Michael,Joseph,,Ozzie,,1943-05-04,M,rep,PA,1,,Democrat,,M001132,848,,,,,408094
Livingston,Robert,Linligthgow,Jr.,,,1943-04-30,M,rep,LA,1,,Republican,,L000371,696,,,,,406863
Kuhl,John,R.,Jr.,Randy,,1943-04-19,M,rep,NY,29,,Republican,,K000364,1795,N00026087,,H4NY29080,,400642
Nagle,David,Ray,,,,1943-04-15,M,rep,IA,3,,Democrat,,N000003,851,,,,,408097
Cremeans,Frank,,,,,1943-04-05,M,rep,OH,6,,Republican,,C000903,251,,,,,403015
Carr,Milton,Robert,,Bob,,1943-03-27,M,rep,MI,8,,Democrat,,C000178,180,,,,,402325
Lancaster,H.,Martin,,,,1943-03-24,M,rep,NC,3,,Democrat,,L000045,660,,,,,406554
Skaggs,David,Evans,,,,1943-02-22,M,rep,CO,2,,Democrat,,S000462,1062,,,,,409954
Simmons,Robert,Ruhl,,Rob,,1943-02-11,M,rep,CT,2,,Republican,,S001152,1642,N00009608,,,,400375
Mica,John,L.,,,John L. Mica,1943-01-27,M,rep,FL,7,,Republican,2187 Rayburn HOB; Washington DC 20515-0907,M000689,800,N00002793,,H2FL08055,26395,400273
Saxton,H.,James,,Jim,,1943-01-22,M,rep,NJ,3,,Republican,,S000097,1023,N00000834,,H4NJ13022,,400359
Wilson,Charles,A.,,,,1943-01-18,M,rep,OH,6,,Democrat,,W000801,1869,N00003528,,H6OH06095,1022147,412227
Browder,John,Glen,,,,1943-01-15,M,rep,AL,3,,Democrat,,B000897,130,,,,,401854
Walker,Robert,Smith,,,,1942-12-23,M,rep,PA,16,,Republican,,W000068,1196,,,,,411247
Fowler,Tillie,K.,,,,1942-12-23,F,rep,FL,4,,Republican,,F000328,404,,,,,400583
Douglas,Charles,Gywnne,III,,,1942-12-02,M,rep,NH,2,,Republican,,D000451,312,,,,,403561
Biden,Joseph,R.,Jr.,,,1942-11-20,M,sen,DE,,2,Democrat,,B000444,1284,N00001669,S010,S8DE00012,34,300008
Ackerman,Gary,L.,,,Gary L. Ackerman,1942-11-19,M,rep,NY,5,,Democrat,2111 Rayburn HOB; Washington DC 20515-3205,A000022,4,N00001143,,H4NY07011,1002061,400003
Hance,Kent,Ronald,,,,1942-11-14,M,rep,TX,19,,Democrat,,H000144,491,,,,,405026
Spratt,John,McKee,Jr.,,,1942-11-01,M,rep,SC,5,,Democrat,,S000749,1092,N00002492,,H2SC05052,13719,400386
Davis,Mendel,Jackson,,,,1942-10-23,M,rep,SC,1,,Democrat,,D000125,272,,,,,403260
AuCoin,Les,,,,,1942-10-21,M,rep,OR,1,,Democrat,,A000337,36,,,,,400987
Leach,James,A.,,Jim,,1942-10-15,M,rep,IA,2,,Republican,,L000169,672,N00004280,,,,400236
Fazio,Victor,Herbert,Jr.,,,1942-10-11,M,rep,CA,3,,Democrat,,F000053,374,,,,,404013
Minnick,Walter,,,,,1942-09-20,M,rep,ID,1,,Democrat,,M001175,1918,N00006288,,H8ID01090,45757,412300
Linder,John,,,,,1942-09-09,M,rep,GA,7,,Republican,,L000321,693,N00002599,,H0GA04023,26393,400242
Filner,Bob,,,,Bob Filner,1942-09-04,M,rep,CA,51,,Democrat,2428 Rayburn HOB; Washington DC 20515-0551,F000116,381,N00007033,,H2CA50034,26133,400133
Berry,Robert,Marion,,Marion,,1942-08-27,M,rep,AR,1,,Democrat,,B000420,1462,N00005455,,H6AR01072,45115,400026
Deal,Nathan,,,,,1942-08-25,M,rep,GA,9,,Republican,,D000168,277,N00002610,,H2GA09036,,400099
Cleland,J.,Maxwell,,,,1942-08-24,M,sen,GA,,2,Democrat,,C001034,1540,,S251,,,300152
Williams,Lyle,,,,,1942-08-23,M,rep,OH,17,,Republican,,W000528,1230,,,,,411685
Thompson,Fred,,,,,1942-08-19,M,sen,TN,,2,Republican,,T000457,1447,N00003136,S237,,,300158
Blanchard,James,Johnston,,,,1942-08-08,M,rep,MI,18,,Democrat,,B000538,94,,,,,401513
Griffith,Parker,,,,,1942-08-06,M,rep,AL,5,,Republican,,G000557,1906,N00029917,,H8AL05109,1031339,412277
Sharp,Philip,Riley,,,,1942-07-15,M,rep,IN,2,,Democrat,,S000294,1046,,,,,409793
Chandler,Rodney,Dennis,,,,1942-07-13,M,rep,WA,8,,Republican,,C000293,189,,,,,402435
Gingrey,Phil,,,,Phil Gingrey,1942-07-10,M,rep,GA,11,,Republican,442 Cannon HOB; Washington DC 20515-1011,G000550,1720,N00024760,,"H2GA11149,S2GA00100",1003565,400151
Henry,Paul,B.,,,,1942-07-09,M,rep,MI,3,,Republican,,H000514,532,,,,,405377
Gramm,Phil,,,,,1942-07-08,M,sen,TX,,2,Republican,,G000365,453,,S171,,,300159
Carney,William,,,,,1942-07-01,M,rep,NY,1,,Republican,,C000165,178,,,,,402313
Britt,Charles,Robin,,,,1942-06-29,M,rep,NC,6,,Democrat,,B000845,125,,,,,401802
Kolbe,James,T.,,Jim,,1942-06-28,M,rep,AZ,8,,Republican,,K000306,645,N00006486,,,,400226
Margolies-Mezvinsky,Marjorie,,,,,1942-06-21,F,rep,PA,13,,Democrat,,M000129,797,,,,,407153
Kasten,Robert,Walter,Jr.,,,1942-06-19,M,sen,WI,,3,Republican,,K000019,619,,S155,,,406190
Coelho,Anthony,Lee,,,,1942-06-15,M,rep,CA,15,,Democrat,,C000581,214,,,,,402710
Miller,Dan,,,,,1942-05-30,M,rep,FL,13,,Republican,,M000720,807,,,,,400510
Dorgan,Byron,L.,,,,1942-05-14,M,sen,ND,,3,Democrat,,D000432,308,N00004615,S222,S2ND00040,2318,300037
Ashcroft,John,,,,,1942-05-09,M,sen,MO,,1,Republican,,A000356,1274,,S239,,,400556
Otter,C.L.,,,Butch,,1942-05-03,M,rep,ID,1,,Republican,,O000166,1646,N00009637,,,,400305
Chrysler,Dick,,,,,1942-04-29,M,rep,MI,8,,Republican,,C000385,197,,,,,402524
Hilliard,Earl,F.,,,,1942-04-09,M,rep,AL,7,,Democrat,,H000621,539,,,,,400502
Pressler,Larry,Lee,,,,1942-03-29,M,sen,SD,,2,Republican,,P000513,927,,S141,,,408898
McGrath,Raymond,Joseph,,,,1942-03-27,M,rep,NY,5,,Republican,,M000458,771,,,,,407457
Minge,David,,,,,1942-03-19,M,rep,MN,2,,Democrat,,M000795,813,,,,,400599
Hinson,Jon,Clifton,,,,1942-03-16,M,rep,MS,4,,Republican,,H000641,543,,,,,405496
Steelman,Alan,Watson,,,,1942-03-15,M,rep,TX,5,,Republican,,S000841,1106,,,,,410305
Deckard,Huey,Joel,,,,1942-03-07,M,rep,IN,8,,Republican,,D000183,278,,,,,403344
Robinson,Tommy,Franklin,,,,1942-03-07,M,rep,AR,2,,Republican,,R000354,971,,,,,409325
Lieberman,Joseph,I.,,,Joseph I. Lieberman,1942-02-24,M,sen,CT,,1,Independent,706 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,L000304,1385,N00000616,S210,S8CT00022,4363,300067
Boulter,Eldon,Beau,,,,1942-02-23,M,rep,TX,13,,Republican,,B000666,114,,,,,401628
Kramer,Kenneth,Bentley,,,,1942-02-19,M,rep,CO,5,,Republican,,K000322,650,,,,,406476
Ballance,Frank,W.,Jr.,,,1942-02-15,M,rep,NC,1,,Democrat,,B001238,1734,N00025005,,,,400014
Laughlin,Gregory,H.,,,,1942-01-21,M,rep,TX,14,,Republican,,L000119,669,,,,,406625
Hall,Tony,P.,,,,1942-01-16,M,rep,OH,3,,Democrat,,H000074,487,,,,,400538
Hastert,J.,Dennis,,Denny,,1942-01-02,M,rep,IL,14,,Republican,,H000323,510,N00004781,,H6IL14095,,400169
Frost,Jonas,,III,Martin,,1942-01-01,M,rep,TX,24,,Democrat,,F000392,419,N00005677,,,,400143
Franklin,William,Webster,,,,1941-12-13,M,rep,MS,2,,Republican,,F000347,408,,,,,404295
Baucus,Max,S.,,,Max Baucus,1941-12-11,M,sen,MT,,2,Democrat,511 Hart Senate Office Building Washington DC 20510,B000243,66,N00004643,S127,S8MT00010,1727,300005
Cunningham,Randall,H.,,Duke,,1941-12-08,M,rep,CA,50,,Republican,,C000994,258,N00007050,,,,400091
Thomas,William,M.,,Bill,,1941-12-06,M,rep,CA,22,,Republican,,T000188,1148,N00007256,,,,400401
Coleman,Ronald,D’Emory,,,,1941-11-29,M,rep,TX,16,,Democrat,,C000621,217,,,,,402750
Hoagland,Peter,D.,,,,1941-11-17,M,rep,NE,2,,Democrat,,H000652,544,,,,,405507
Evans,Billy,Lee,,,,1941-11-10,M,rep,GA,8,,Democrat,,E000233,357,,,,,403918
Brewster,William,K.,,,,1941-11-08,M,rep,OK,3,,Democrat,,B000817,123,,,,,401774
Courter,James,Andrew,,,,1941-10-14,M,rep,NJ,12,,Republican,,C000809,241,,,,,402928
Wyatt,Joseph,Peyton,Jr.,,,1941-10-12,M,rep,TX,14,,Democrat,,W000777,1245,,,,,411926
Washington,Craig,Anthony,,,,1941-10-12,M,rep,TX,18,,Democrat,,W000177,1203,,,,,411350
Lott,Trent,,,,,1941-10-09,M,sen,MS,,1,Republican,,L000447,707,N00003329,S203,S8MS00162,1886,300069
Matsui,Robert,T.,,,,1941-09-17,M,rep,CA,5,,Democrat,,M000249,748,N00007571,,,,400256
Brodhead,William,McNulty,,,,1941-09-12,M,rep,MI,17,,Democrat,,B000862,126,,,,,401819
Negrete McLeod,Gloria,,,,Gloria Negrete McLeod,1941-09-06,F,rep,CA,35,,Democrat,1641 Longworth HOB; Washington DC 20515-0535,N000187,2108,N00033509,,H2CA35118,69136,412518
Jones,Ben,,,,,1941-08-30,M,rep,GA,4,,Democrat,,J000211,607,,,,,406106
Gray,William,Herbert,III,,,1941-08-20,M,rep,PA,2,,Democrat,,G000402,460,,,,,404752
Cooksey,John,,,,,1941-08-20,M,rep,LA,5,,Republican,,C000735,1476,,,,,400522
Kogovsek,Raymond,Peter,,,,1941-08-19,M,rep,CO,3,,Democrat,,K000304,644,,,,,406460
Holtzman,Elizabeth,,,,,1941-08-11,F,rep,NY,16,,Democrat,,H000752,556,,,,,405603
Hartnett,Thomas,Forbes,,,,1941-08-07,M,rep,SC,1,,Republican,,H000302,508,,,,,405175
Etheridge,Bob,R.,,,,1941-08-07,M,rep,NC,2,,Democrat,,E000226,1482,N00002269,,H6NC02080,45577,400125
Seastrand,Andrea,,,,,1941-08-05,F,rep,CA,22,,Republican,,S000213,1038,,,,,409718
Strickland,Ted,,,,,1941-08-04,M,rep,OH,6,,Democrat,,S001004,1118,N00003730,,,,400390
Myrick,Sue,W.,,,Sue Wilkins Myrick,1941-08-01,F,rep,NC,9,,Republican,230 Cannon HOB; Washington DC 20515-3309,M001134,849,N00002327,,H4NC09106,1172,400288
Dunn,Jennifer,B.,,,,1941-07-29,F,rep,WA,8,,Republican,,D000549,324,N00007823,,,,400117
Norwood,Charles,W.,Jr.,Charlie,,1941-07-27,M,rep,GA,10,,Republican,,N000159,869,N00002630,,H4GA10022,,400296
Bates,Jim,,,,,1941-07-21,M,rep,CA,44,,Democrat,,B000236,65,,,,,401231
Huckaby,Thomas,Jerald,,,,1941-07-19,M,rep,LA,5,,Democrat,,H000901,569,,,,,405747
Delahunt,William,D.,,Bill,,1941-07-18,M,rep,MA,10,,Democrat,,D000210,1480,N00000280,,H2MA11060,46620,400102
Baesler,Henry,Scott,,Scotty,,1941-07-09,M,rep,KY,6,,Democrat,,B000028,41,,,,,401033
Farr,Sam,,,,Sam Farr,1941-07-04,M,rep,CA,20,,Democrat,1126 Longworth HOB; Washington DC 20515-0520,F000030,368,N00007312,,H4CA17021,30645,400129
Honda,Michael,M.,,Mike,Michael M. Honda,1941-06-27,M,rep,CA,17,,Democrat,1713 Longworth HOB; Washington DC 20515-0517,H001034,1634,N00012611,,H0CA15148,85565,400185
Nelson,Ben,E.,,,Ben Nelson,1941-05-17,M,sen,NE,,1,Democrat,720 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,N000180,1627,N00005329,S283,S6NE00095,16991,300077
Traficant,James,A.,Jr.,,,1941-05-08,M,rep,OH,17,,Democrat,,T000350,1166,,,,,400611
Eckert,Fred,J.,,,,1941-05-06,M,rep,NY,30,,Republican,,E000033,332,,,,,403728
James,Craig,T.,,,,1941-05-05,M,rep,FL,4,,Republican,,J000047,590,,,,,405952
Turner,Robert,L.,,,Robert L. Turner,1941-05-02,M,rep,NY,9,,Republican,2104 Rayburn HOB; Washington DC 20515-3209,T000471,2091,N00032601,,H0NY09072,,412499
Smith,Lawrence,Jack,,,,1941-04-25,M,rep,FL,16,,Democrat,,S000586,1077,,,,,410066
Daub,Harold,"John, Jr.,",,Hal,,1941-04-23,M,rep,NE,2,,Republican,,D000065,268,,,,,403203
Boren,David,Lyle,,,,1941-04-21,M,sen,OK,,2,Democrat,,B000639,1287,,S128,,,401604
Stearns,Clifford,B.,,Cliff,Cliff Stearns,1941-04-16,M,rep,FL,6,,Republican,2306 Rayburn HOB; Washington DC 20515-0906,S000822,1103,N00002782,,H8FL06056,6095,400388
Berman,Howard,L.,,,Howard L. Berman,1941-04-15,M,rep,CA,28,,Democrat,2221 Rayburn HOB; Washington DC 20515-0528,B000410,82,N00008094,,H2CA26026,1592,400025
Schrock,Edward,L.,,Ed,,1941-04-06,M,rep,VA,2,,Republican,,S001151,1673,N00012656,,,,400362
Smith,Robert,,,Bob,,1941-03-30,M,sen,NH,,2,Republican,,S000606,1082,,S216,,,300155
Pashayan,Charles,,Jr.,,,1941-03-27,M,rep,CA,17,,Republican,,P000097,891,,,,,408506
Sherwood,Donald,L.,,Don,,1941-03-05,M,rep,PA,10,,Republican,,S001146,1589,N00001510,,,,400372
Tsongas,Paul,Efthemios,,,,1941-02-14,M,sen,MA,,2,Democrat,,T000393,1170,,,,,410962
Hastings,Doc,,,,Doc Hastings,1941-02-07,M,rep,WA,4,,Republican,1203 Longworth HOB; Washington DC 20515-4704,H000329,512,N00009157,,H2WA04041,31324,400171
Gephardt,Richard,Andrew,,Dick,,1941-01-31,M,rep,MO,3,,Democrat,,G000132,433,N00005037,,,,400146
Cheney,Richard,Bruce,,,,1941-01-30,M,rep,WY,0,,Republican,,C000344,193,,,,,402484
Taylor,Charles,H.,,,,1941-01-23,M,rep,NC,11,,Republican,,T000067,1141,N00002383,,,,400398
Fuster,Jaime,B.,,,,1941-01-12,M,rep,PR,0,,Democrat,,F000435,424,,,,,404376
Walgren,Douglas,,,,,1940-12-28,M,rep,PA,18,,Democrat,,W000044,1195,,,,,411224
Dicks,Norman,D.,,Norm,Norman D. Dicks,1940-12-16,M,rep,WA,6,,Democrat,2467 Rayburn HOB; Washington DC 20515-4706,D000327,297,N00007918,,H6WA06021,8131,400109
Mathis,Marvin,Dawson,,,,1940-11-30,M,rep,GA,2,,Democrat,,M000244,747,,,,,407262
English,Glenn,Lee,Jr.,,,1940-11-30,M,rep,OK,6,,Democrat,,E000184,345,,,,,403873
Boxer,Barbara,,,,Barbara Boxer,1940-11-11,F,sen,CA,,3,Democrat,112 Hart Senate Office Building Washington DC 20510,B000711,116,N00006692,S223,"S2CA00286,H2CA06028,P80003247",2470,300011
Mack,Connie,,III,,,1940-10-29,M,sen,FL,,1,Republican,,M000019,721,,S205,,,400562
Ritter,Donald,Lawrence,,,,1940-10-21,M,rep,PA,15,,Republican,,R000277,965,,,,,409251
Humphrey,Gordon,John,,,,1940-10-09,M,sen,NH,,2,Republican,,H000951,1365,,S138,,,405795
Stallings,Richard,Howard,,,,1940-10-07,M,rep,ID,2,,Democrat,,S000785,1097,,,,,410251
Vento,Bruce,F.,,,,1940-10-07,M,rep,MN,4,,Democrat,,V000087,1185,,,,,400612
Fowler,Wyche,,Jr.,,,1940-10-06,M,sen,GA,,3,Democrat,,F000329,405,,S183,,,404277
DioGuardi,Joseph,J.,,,,1940-09-20,M,rep,NY,20,,Republican,,D000359,300,,,,,403476
Solarz,Stephen,Joshua,,,,1940-09-12,M,rep,NY,13,,Democrat,,S000673,1087,,,,,410145
Hayes,Philip,Harold,,,,1940-09-01,M,rep,IN,8,,Democrat,,H000392,518,,,,,405260
Cohen,William,Sebastian,,,,1940-08-28,M,sen,ME,,2,Republican,,C000598,215,,S137,,,402727
Hinojosa,Rubén,E.,,,Rubén Hinojosa,1940-08-20,M,rep,TX,15,,Democrat,2262 Rayburn HOB; Washington DC 20515-4315,H000636,1490,N00006008,,H6TX15055,45743,400179
Barlow,Thomas,J.,III,,,1940-08-07,M,rep,KY,1,,Democrat,,B000151,53,,,,,401153
Bailey,R.,Wendell,,,,1940-07-30,M,rep,MO,8,,Republican,,B000047,44,,,,,401052
Schroeder,Patricia,Scott,,,,1940-07-30,F,rep,CO,1,,Democrat,,S000142,1033,,,,,409650
Campbell,Carroll,Ashmore,Jr.,,,1940-07-24,M,rep,SC,4,,Republican,,C000079,169,,,,,402235
Mitchell,Harry,E.,,,,1940-07-18,M,rep,AZ,5,,Democrat,,M001167,1830,N00028162,,H6AZ05067,1021101,412187
Armey,Richard,K.,,,,1940-07-07,M,rep,TX,26,,Republican,,A000217,28,,,,,400551
Shepherd,Karen,,,,,1940-07-05,F,rep,UT,2,,Democrat,,S000332,1050,,,,,409829
Harris,Claude,,Jr.,,,1940-06-29,M,rep,AL,7,,Democrat,,H000236,504,,,,,405114
Baker,William,P.,,,,1940-06-14,M,rep,CA,10,,Republican,,B000078,45,,,,,401081
Buechner,John,William,,Jack,,1940-06-04,M,rep,MO,2,,Republican,,B001036,144,,,,,401986
Petri,Thomas,E.,,Tom,Thomas E. Petri,1940-05-28,M,rep,WI,6,,Republican,2462 Rayburn HOB; Washington DC 20515-4906,P000265,912,N00004426,,H0WI06061,3190,400318
Frank,Barney,,,,Barney Frank,1940-03-31,M,rep,MA,4,,Democrat,2252 Rayburn HOB; Washington DC 20515-2104,F000339,407,N00000275,,H0MA04036,,400140
Oakar,Mary,Rose,,,,1940-03-05,F,rep,OH,20,,Democrat,,O000001,875,,,,,408313
Brown,George,Hanks,,Hank,,1940-02-12,M,sen,CO,,2,Republican,,B000919,135,,S214,,,401874
Staton,David,Michael,,,,1940-02-11,M,rep,WV,3,,Republican,,S000818,1102,,,,,410283
Stewart,Donald,Wilbur,,,,1940-02-08,M,sen,AL,,3,Democrat,,S000907,1442,,,,,410368
Harrison,Frank,Girard,,,,1940-02-02,M,rep,PA,11,,Democrat,,H000269,506,,,,,405145
Beard,Edward,Peter,,,,1940-01-20,M,rep,RI,2,,Democrat,,B000279,68,,,,,401273
Zschau,Edwin,Van Wyck,,,,1940-01-06,M,rep,CA,12,,Republican,,Z000014,1266,,,,,412007
Johnson,Jed,Joseph,Jr.,,,1939-12-27,M,rep,OK,6,,Democrat,,J000151,,,,,,406049
Martin,Lynn,Morley,,,,1939-12-26,F,rep,IL,16,,Republican,,M000195,742,,,,,407215
Dickey,Jay,,,,,1939-12-14,M,rep,AR,4,,Republican,,D000312,295,,,,,400579
Reid,Harry,M.,,,Harry Reid,1939-12-02,M,sen,NV,,3,Democrat,522 Hart Senate Office Building Washington DC 20510,R000146,952,N00009922,S198,S6NV00028,1683,300082
Harkin,Thomas,,,Tom,Tom Harkin,1939-11-19,M,sen,IA,,2,Democrat,731 Hart Senate Office Building Washington DC 20510,H000206,501,N00004207,S172,"S4IA00020,P20000741",2005,300051
Patterson,Elizabeth,J.,,,,1939-11-18,F,rep,SC,4,,Democrat,,P000112,897,,,,,408520
Wolpe,Howard,Eliot,III,,,1939-11-03,M,rep,MI,3,,Democrat,,W000682,1240,,,,,411834
Marriott,David,Daniel,,,,1939-11-02,M,rep,UT,2,,Republican,,M000143,738,,,,,407166
Pitts,Joseph,R.,,,Joseph R. Pitts,1939-10-10,M,rep,PA,16,,Republican,420 Cannon HOB; Washington DC 20515-3816,P000373,1514,N00001633,,H6PA16197,11706,400320
LaFalce,John,J.,,,,1939-10-06,M,rep,NY,29,,Democrat,,L000556,657,,,,,400537
Bereuter,Douglas,K.,,Doug,,1939-10-06,M,rep,NE,1,,Republican,,B000403,80,N00005331,,,,400023
Moore,William,Henson,III,,,1939-10-04,M,rep,LA,6,,Republican,,M000923,829,,,,,407894
Mann,David,Scott,,,,1939-09-25,M,rep,OH,1,,Democrat,,M000100,730,,,,,407124
Wirth,Timothy,E.,,,,1939-09-22,M,sen,CO,,3,Democrat,,W000647,1236,,S181,,,411801
Whittaker,Robert,Russell,,,,1939-09-18,M,rep,KS,5,,Republican,,W000426,1224,,,,,411585
Janklow,William,J.,,Bill,,1939-09-13,M,rep,SD,0,,Republican,,J000286,1746,N00011046,,,,400200
Waxman,Henry,A.,,,Henry A. Waxman,1939-09-12,M,rep,CA,33,,Democrat,2204 Rayburn HOB; Washington DC 20515-0533,W000215,1209,N00001861,,H6CA24048,8319,400425
Colorado,Antonio,J.,,,,1939-09-08,M,rep,PR,0,,Democrat,,C000646,223,,,,,402774
Beard,Robin,Leo,Jr.,,,1939-08-21,M,rep,TN,6,,Republican,,B000280,69,,,,,401274
Rose,Charles,Grandison,III,,,1939-08-10,M,rep,NC,7,,Democrat,,R000436,986,,,,,409400
Castle,Michael,N.,,,,1939-07-02,M,rep,DE,0,,Republican,,C000243,183,N00009775,,H2DE00072,70,400070
Hatcher,Charles,Floyd,,,,1939-07-01,M,rep,GA,2,,Democrat,,H000340,514,,,,,405209
Robb,Charles,S.,,,,1939-06-26,M,sen,VA,,1,Democrat,,R000295,1423,,S207,,,400564
McCloskey,Francis,Xavier,,,,1939-06-12,M,rep,IN,8,,Democrat,,M000342,758,,,,,407351
Corcoran,Thomas,Joseph,,,,1939-05-23,M,rep,IL,14,,Republican,,C000773,233,,,,,402893
Cobey,William,Wilfred,Jr.,,,1939-05-13,M,rep,NC,4,,Republican,,C000555,210,,,,,402688
Jones,James,Robert,,,,1939-05-05,M,rep,OK,1,,Democrat,,J000232,609,,,,,406125
Shaw,E.,Clay,Jr.,,,1939-04-19,M,rep,FL,22,,Republican,,S000303,1047,N00002877,,,,400369
Collins,Barbara-Rose,,,,,1939-04-13,F,rep,MI,15,,Democrat,,C000633,219,,,,,402762
Hooley,Darlene,,,,,1939-04-04,F,rep,OR,5,,Democrat,,H000762,1491,N00007700,,H6OR05069,,400186
Kim,Jay,,,,,1939-03-27,M,rep,CA,41,,Republican,,K000181,632,N00006953,,,,406343
Kaufman,Edward,E.,,,,1939-03-15,M,sen,DE,,2,Democrat,,K000373,1964,N00030767,S329,,1030984,412329
Maguire,Gene,Andrew,,,,1939-03-11,M,rep,NJ,7,,Democrat,,M000058,725,,,,,407086
Lowry,Michael,Edward,,,,1939-03-08,M,rep,WA,7,,Democrat,,L000486,710,,,,,406974
Bond,Christopher,S.,,Kit,,1939-03-06,M,sen,MO,,3,Republican,,B000611,1286,N00005178,S200,S6MO00289,2360,300010
Lundine,Stanley,Nelson,,,,1939-02-04,M,rep,NY,34,,Democrat,,L000516,716,,,,,407002
Gillmor,Paul,E.,,,,1939-02-01,M,rep,OH,5,,Republican,,G000210,439,N00003660,,H8OH05044,,400150
Wolf,Frank,R.,,,Frank R. Wolf,1939-01-30,M,rep,VA,10,,Republican,233 Cannon HOB; Washington DC 20515-4610,W000672,1238,N00002073,,H6VA10050,7508,400435
Coverdell,Paul,D.,,,,1939-01-20,M,sen,GA,,3,Republican,,C000813,1310,,S228,,,400558
Hollenbeck,Harold,Capistran,,,,1938-12-29,M,rep,NJ,9,,Republican,,H000722,553,,,,,405574
Peterson,John,E.,,,,1938-12-25,M,rep,PA,5,,Republican,,P000263,1512,N00001422,,H6PA05091,,400317
Watkins,Wes,,,,,1938-12-15,M,rep,OK,3,,Republican,,W000194,1206,,,,,400540
Erdreich,Ben,,,,,1938-12-09,M,rep,AL,6,,Democrat,,E000201,350,,,,,403888
McHugh,Matthew,Francis,,,,1938-12-06,M,rep,NY,28,,Democrat,,M000473,774,,,,,407471
Goss,Porter,J.,,,,1938-11-26,M,rep,FL,14,,Republican,,G000336,450,N00002960,,,,400156
Steele,Robert,Hampton,,,,1938-11-03,M,rep,CT,2,,Republican,,S000836,1105,,,,,410300
Hinchey,Maurice,D.,,,Maurice D. Hinchey,1938-10-27,M,rep,NY,22,,Democrat,2431 Rayburn HOB; Washington DC 20515-3222,H000627,541,N00001222,,H2NY26080,26164,400178
Stenholm,Charles,W.,,Charlie,,1938-10-26,M,rep,TX,17,,Democrat,,S000851,1110,N00006060,,,,400389
Heinz,Henry,John,III,,,1938-10-23,M,sen,PA,,1,Republican,,H000456,528,,S115,,,405321
Roth,Toby,A.,,,,1938-10-10,M,rep,WI,8,,Republican,,R000459,989,,,,,409423
Obey,David,Ross,,Dave,,1938-10-03,M,rep,WI,7,,Democrat,,O000007,877,N00004394,,H6WI07033,1621,400300
Lightfoot,James,Ross,,,,1938-09-27,M,rep,IA,3,,Republican,,L000305,691,,,,,406799
Hochbrueckner,George,Joseph,,,,1938-09-20,M,rep,NY,1,,Democrat,,H000670,546,,,,,405524
McKeon,Howard,P.,,Buck,"Howard P. ""Buck"" McKeon",1938-09-09,M,rep,CA,25,,Republican,2310 Rayburn HOB; Washington DC 20515-0525,M000508,778,N00006882,,H2CA25036,26483,400267
Nunn,Samuel,Augustus,,,,1938-09-08,M,sen,GA,,2,Democrat,,N000171,1413,,S074,,,408252
Millender-McDonald,Juanita,,,,,1938-09-07,F,rep,CA,37,,Democrat,,M000714,805,N00006811,,H6CA37222,,400275
Hodges,Kaneaster,,Jr.,,,1938-08-20,M,sen,AR,,2,Democrat,,H000675,1360,,,,,405529
Aspin,Leslie,,,,,1938-07-21,M,rep,WI,1,,Democrat,,A000224,33,,,,,400967
Goldwater,Barry,Morris,Jr.,,,1938-07-15,M,rep,CA,20,,Republican,,G000268,444,,,,,404630
Carson,Julia,M.,,,,1938-07-08,F,rep,IN,7,,Democrat,,C000191,1473,N00003758,,H6IN10141,,400067
Panetta,Leon,Edward,,,,1938-06-28,M,rep,CA,17,,Democrat,,P000047,888,,,,,408457
Abercrombie,Neil,,,,,1938-06-26,M,rep,HI,1,,Democrat,,A000014,2,N00007665,,H6HI01121,,400001
Green,William,Joseph,,,,1938-06-24,M,rep,PA,3,,Democrat,,G000420,464,,,,,404768
Burton,Dan,L.,,,Dan Burton,1938-06-21,M,rep,IN,5,,Republican,2308 Rayburn HOB; Washington DC 20515-1405,B001149,154,N00000010,,H2IN06023,,400055
